Empire Building,40.748817,-73.985428
Times Square,40.758896,-73.98513
American Museum of Natural History,40.780829,-73.974004
The Metropolitan Museum of Art,40.7794,73.9632
9/11 Memorial & Museum,40.7114,74.0125
"Intrepid Sea, Air & Space Museum",40.7644,73.9993
Solomon R. Guggenheim Museum,40.7831,73.9592
Metropolitan Opera House,40.7727,73.9842
